,text,likes,Date,Time,confidence,language,script
12988,"1:59 - pacific forum doesn't have any access to pakistani establishment
the article is just presenting an opinion from a supposed think tank
this is an assumption that pakistan pressured trf
there is no proof or resource mentioned",0,2025-06-01,16:05:54,[0.9731119],English,Roman
12989,vry bad,0,2025-06-01,16:06:07,[0.2418425],English,Roman
12990,pakistan ny bharat pr hi hmla krna shuru kr diya,0,2025-06-01,16:06:24,[0.32886267],English,Roman
12991,,0,2025-06-01,16:06:24,[0.9875925],Haitian Creole,Roman
12992,bhai per where is the reply?,0,2025-06-01,16:06:27,[0.965508],English,Roman
12993,,0,2025-05-31,21:27:58,[0.9875925],Haitian Creole,Roman
12994,"good news bhai aj csd nae be maan liaaa k pak nae more then 5 jets giray es pae ki bolo gy?
?
yh godii mediaa ki traa chuppnaaa haa?
6 jets shot dwon by pak air force ,6:0 number ha ab btaoo",0,2025-05-31,21:28:12,[0.12393413],English,Roman
12995,the amount of research you do is commendable!,0,2025-05-31,21:28:59,[0.9232532],English,Roman
12996,free balochistan,0,2025-05-31,21:29:20,[0.33855432],Cebuano,Roman
12997,,0,2025-05-31,21:29:21,[0.9875925],Haitian Creole,Roman
12998,,0,2025-05-31,21:24:23,[0.9875925],Haitian Creole,Roman
12999,modi is the international terror am from india but modi is terror,0,2025-05-31,21:24:33,[0.8903413],English,Roman
13000,"dhruv bhai i am from arunachal pradesh…
please make a video regarding forcefully construction of siang river dam",0,2025-05-31,21:24:38,[0.8113489],English,Roman
13001,it's modi false flag operation,0,2025-05-31,21:24:40,[0.88727957],English,Roman
13002,you should expose moodi who is responsible for pehlgam attack,0,2025-05-31,21:24:43,[0.9163864],English,Roman
13003,,0,2025-05-31,21:25:07,[0.9875925],Haitian Creole,Roman
13004,"be aware dhruv bhai from media house
it’s better to not use the clips of any media otherwise they will also give you copyright strikes like ani",0,2025-05-31,21:25:11,[0.9016405],English,Roman
13005,"swal ab hey keh ""such kua hey ?
""",0,2025-05-31,21:25:21,[0.50688094],English,Roman
13006,"simple question who is the beneficiary of current crisis?
?
i feel modi and his gang!",0,2025-05-31,21:25:35,[0.9730181],English,Roman
13007,are mamo bakws band kar,0,2025-05-31,21:25:54,[0.90347594],English,Roman
13008,ab to bilkul modi ki awaz bany hu,0,2025-05-31,21:26:14,[0.4542666],English,Roman
13009,"sat shiri akal g
rathi sir g
amar jeet singh kakru ambala city
bohat bohat badiya g",0,2025-05-31,21:26:20,[0.34065038],English,Roman
13010,"how about wing commander vyomika singh, statement dhruv bhai can u explain",0,2025-05-31,21:26:36,[0.8260521],English,Roman
13011,please make a video on the rise of fundamentalism in  after the fall of the sheikh hasina government and the rise of anti-independence activists and the bad situation of mob justice in the country,0,2025-05-31,21:26:42,[0.8614303],English,Roman
13012,"sure!
here's the english translation of your message:
""i used to watch your videos a lot, but ever since you started lying, i stopped
i used to watch every old video — you were one of my favorites, along with pakistani zam tv
but now that you've started lying, for me, only zam tv is everything
""
۔۔۔",0,2025-05-31,21:26:46,[0.9796498],English,Roman
13013,bhai aur choro ap ka rafael ur gya,0,2025-06-01,16:03:02,[0.34080353],English,Roman
13014,hahaha ab to kaho ge e tum jese log,0,2025-05-31,21:21:07,[0.32227445],English,Roman
13015,and you are talking about your forces our civilians shot down your drones bch k rho,0,2025-05-31,21:21:42,[0.9284313],English,Roman
13016,don’t worry bhai ab channel nhe block hoga india main zyada,0,2025-05-31,21:22:03,[0.38703325],English,Roman
13017,we love pak army,0,2025-05-31,21:22:13,[0.46448454],English,Roman
13018,"thanks to jinnah
two nations theory proved alhumdulillah pakistan zindabad",0,2025-05-31,21:22:32,[0.7471111],English,Roman
13019,pakistan military zindabad,0,2025-05-31,21:22:42,[0.76578254],English,Roman
13020,dude we already know these things our army is like this  bro thought he could do cumback,0,2025-05-31,21:22:55,[0.9795853],English,Roman
13021,totally one sided video not true,0,2025-05-31,21:23:15,[0.77672017],English,Roman
13022,jhoot boloin or,0,2025-05-31,21:23:25,[0.2742515],English,Roman
13023,where is your response to faisel warraich?,0,2025-05-31,21:23:34,[0.91572887],English,Roman
13024,s400 destroyed revisit the facts,0,2025-05-31,21:23:44,[0.7144421],English,Roman
13025,udhampur,0,2025-05-31,21:23:59,[0.4721081],English,Roman
13026,army chief off defense anil chuohan bol raha h pakistan nay india k rafael gira diye,0,2025-05-31,21:24:03,[0.6386806],English,Roman
13027,abhi tu sirf pakistan apna mazail nhi chali ya china ka mal tha,0,2025-05-31,21:24:13,[0.1416127],English,Roman
13028,"is videos sy ye zahir horha hy
nafrat zeyda indian main hy pakistan ky liyee
muslim hona .. galat hy kiya indian main muslim hona..",0,2025-05-31,21:24:16,[0.4042896],English,Roman
13029,india world popagandha number one,0,2025-05-31,21:24:18,[0.44076112],English,Roman
13030,chalo aj k bad tumhara b mooo band ho jay ga,0,2025-05-31,21:17:06,[0.37823164],English,Roman
13031,dhruv tera godi gobar ne software update kia hoga islye tu aisi video bna raha ha,0,2025-05-31,21:17:22,[0.10733335],Serbian (Roman),Roman
13032,"history gawah hai pani band krny waly ko zillat he mili hai dhruv bhai apki baty kafi hadh tak thk hain but ap phir puri history nahin janty
sirf 1 sawal ki jb koi election pas aty hain tb he q pakistan india main hamla krta hai or wo bhi kashmir side py baki jo itna long border hain waha par keu nahi krta attack pakistan?
?
or jo 9 place py attack kiya hai india ny wo bhi civil area par he attack kiyy hain.. bachy bhi maary hain.. hum janty hain ap modi ko defend karo gy nahi toh apka bhi account banned krwa dy ga wo jasy pakistan k stars k liye hain.. understand bro ap apni jagha thk ho apki video main chupa mesg smjh aa raha hai",0,2025-05-31,21:17:34,[0.36481953],English,Roman
13033,ap tu apne army ko sambal lo abhe tu ap ne khud he qabool kai hai ke jahazz geree hai hamreee  or jhoot be bolo jani ap,0,2025-05-31,21:17:37,[0.27354968],English,Roman
13034,iam from pakistan,0,2025-05-31,21:18:18,[0.7979402],English,Roman
13035,i love my pakistan from india,0,2025-05-31,21:18:41,[0.6896085],English,Roman
13036,,0,2025-05-31,21:18:49,[0.9875925],Haitian Creole,Roman
13037,yeah bhi to batao kitne jahaz gire he 7-0,0,2025-05-31,21:19:02,[0.8221855],English,Roman
13038,love from pakistan,0,2025-05-31,21:19:30,[0.789064],English,Roman
13039,response bol kr misinformation hug diya literally,0,2025-05-31,21:19:54,[0.63220924],English,Roman
13040,you have any against pakistan modi k pappit,0,2025-05-31,21:20:01,[0.9461186],English,Roman
13041,han bhai tum gidi media e ho,0,2025-05-31,21:20:26,[0.21559441],Latin,Roman
13042,proud to be indian,0,2025-05-31,21:20:45,[0.7059686],English,Roman
13043,,0,2025-05-31,21:20:50,[0.9875925],Haitian Creole,Roman
13044,"check kro or btao kya ye sach hy ?
i'm waiting your answer",0,2025-05-31,21:21:06,[0.31948537],English,Roman
13045,bach gaya tera chanl india mai bs krdy pagly ab rulaega kia hahhaa,0,2025-05-31,21:21:06,[0.0926417],English,Roman
13046,"being pakistani i agree with you; it seems the disorder has spread worldwide
beyond borders the earth is our maa, if we divide humanity based upon religion, nationalism and ego the day is not far off when our earth maa will get reached the brink of obliteration
long live humanity
respects for maa earth
dhuruv take care yourself many are not alike your ideology because it is elusive",0,2025-05-31,21:14:17,[0.938094],English,Roman
13047,not liked,0,2025-05-31,21:14:19,[0.9969569],English,Roman
13048,where are the pahelgam attackers they still not been caught by your army,0,2025-05-31,21:14:29,[0.9889615],English,Roman
13049,tumhare rone dhone se kuch nahi hota pakistan ne tumhe buri tarah haraya he or puri dunya pakistan k sath khari he na k india k saath,0,2025-05-31,21:14:45,[0.29893565],English,Roman
13050,underrated video,0,2025-05-31,21:15:04,[0.8744024],English,Roman
13051,5 raffle ka b batao na,0,2025-05-31,21:15:10,[0.12574063],Tagalog,Roman
13052,kiya pagalo wali bat kr raha ha ya mullana ha or namaz prha raha ha tum log itni nafrat q krtay muslims say tum hindu atanwad hu ab ham ghazwa e hind karengay,0,2025-05-31,21:15:17,[0.12063904],Tagalog,Roman
13053,i love pakistan,0,2025-05-31,21:15:25,[0.21198007],English,Roman
13054,india sy bhaga hua tu sab mulkon ki pool khol rha jo baqi mulkon ki intelligence agencies nhi kr skeen..what a joke local arastuuu,0,2025-05-31,21:15:26,[0.21651717],English,Roman
13055,how many raw-fails throw by pakistan air force please tell me now,0,2025-05-31,21:15:30,[0.95871407],English,Roman
13056,jo tumhra hal huva hai jung ky bad wo puri duniya ny dakha hai bs shram kro kuch,0,2025-05-31,21:15:41,[0.3435827],English,Roman
13057,"haha what about 5 jets down godi media ?
?",0,2025-05-31,21:16:10,[0.47293845],English,Roman
13058,well come back joker,0,2025-05-31,21:16:13,[0.8960774],English,Roman
13059,hahaha is banda koo koiii pak laa aoo,0,2025-05-31,21:16:44,[0.61500734],English,Roman
13060,ya ha hamary mulana atanwad hindu hu,0,2025-05-31,21:17:00,[0.25914273],English,Roman
13061,you are fake,0,2025-05-31,21:13:19,[0.99273354],English,Roman
13062,jhot ka palinda v log,0,2025-05-31,21:13:22,[0.361211],English,Roman
13063,jaisa pakistan me hota h waisa hi i dia me bhi ho raha h to india bhi pakistan ke nakshe kadam chal raha h,0,2025-06-01,16:07:34,[0.50068676],English,Roman
13064,"ager tum international news main ki hoi batain latay ho sare laya kro 99 percent tum ignor kr data ho q k wo pakistan ka haq main hoti hain baki ya pta nahi kahan sa nikal late ho shaid modi tuma send krta hai
jahan tak bat fighter jets ki hai pori duniyan na bola hai k k pakistan na india k 6 jets girae hain ager 1 gira hai to france ko report qqqq nahi baj rha
ab to tumhare apna subramanian swamy na b bola hai k pakistan na 5 jets gurae hain so bakio ko olloo bnane k chakar main tum khud ko ollo bna rhy ho",0,2025-06-01,16:07:55,[0.20859571],English,Roman
13065,where is rafael  no name of rafael's in the videos,0,2025-06-01,16:08:26,[0.9111245],English,Roman
13066,"3:35 - pakistan also condemned the attack
when there is an attack in pakistan, smilar response from the international community comes
the un resolution did not mention whether or not india did the false flag attack
learn some reading comprehension mr rathee",0,2025-06-01,16:08:32,[0.89038664],English,Roman
13067,dhruv sir you are great,0,2025-06-01,16:08:39,[0.9793146],English,Roman
13068,pakistan send drones to india but india didn’t send any drones pakistan started shelling at indian border but inida didn’t did anything pakistan killed civilians at inidian borders but india did nothing they were just watching like modi said pakistan ne bharat pr hi hamla karna shuru kr diya and answer is yes pakistan did retaliation against india when you attack civilians in pakistan and when you try to attack a sovereign country and finally humiliated by pakistani air force and till today’s indian forces not revealed the numbers of there fighters jets and other losses by the i like the way how you are fooling your own people as same as other inidia news channels are doing,0,2025-06-01,16:09:10,[0.9508429],English,Roman
13069,"21:32
vikram misri:
former secretary is incorrect
foreign secretary is correct",0,2025-06-01,16:09:30,[0.96461904],English,Roman
13070,you are just a youtuber not a journalist,0,2025-06-01,16:09:32,[0.95262283],English,Roman
13071,"video dekh kar pehele accha laga
bad me to pata sala ki ye to pehele dia hua video ka safaiya de raha hai pakistani viewers ko
kiyu ye pehle video me pakistan ko bura bola",0,2025-06-01,16:10:35,[0.22638829],English,Roman
13072,love you dhruv bhaiya,0,2025-06-01,16:10:44,[0.40533936],English,Roman
13073,25:44 for the first time in shirt,0,2025-06-01,16:10:59,[0.78522295],English,Roman
13074,biased video,0,2025-06-01,16:11:20,[0.7737738],English,Roman
13075,"hahaha when you are uploading
your defence chief of staff accept .. the losses",0,2025-05-31,21:13:54,[0.9724439],English,Roman
13076,i am pakistani thank you dhruv rsthee,0,2025-05-31,21:13:57,[0.50688875],English,Roman
13077,dhruv bhai,0,2025-05-31,21:10:15,[0.46780857],English,Roman
13078,raw fails se start karo lol,0,2025-05-31,21:10:24,[0.22130221],English,Roman
13079,dhuruv rathe wrong number,0,2025-05-31,21:10:32,[0.86982715],English,Roman
13080,raw fails par nahin bola lol,0,2025-05-31,21:10:57,[0.53262866],French,Roman
13081,just want to say f off godi media,0,2025-05-31,21:11:01,[0.9097891],English,Roman
13082,dhru rathe sb kia ap research kr skte h k pakistan pr indian attacks me kitne civilians mare gae indian civilians ka to ap ne dosri dfa bhi zikr kia kash ap thori idr bhi research krte qk wo bhi insan the jo k masoom sheri the,0,2025-05-31,21:11:07,[0.41621742],English,Roman
13083,,0,2025-05-31,21:11:33,[0.9875925],Haitian Creole,Roman
13084,so only indian were dead right wah dhoti you don’t see gorkha’s who loss their lives to protect your biased country dhoti mugi,0,2025-05-31,21:11:35,[0.94646555],English,Roman
13085,"poory india me ek hee bandaa jiski videos sy setisfyed hu..dhruv rathee
lots of love from pakistan",0,2025-05-31,21:11:54,[0.43067676],English,Roman
13086,dhuruv rathe bus kar pagle rolaye ga 6  - 0  ..india trolling by international media pakistan king of skys,0,2025-05-31,21:12:17,[0.68592256],English,Roman
13087,train ka video kon dikhayga only hinduo ko dikhane ksam kha rkhi h ky tune,0,2025-05-31,21:12:20,[0.5333027],English,Roman
13088,still u are referencing indian news channels not fully but here and there,0,2025-05-31,21:12:22,[0.9591213],English,Roman
13089,"you made so many videos about pakistan or pakistani politicians but you looked unbiased in those videos
but in the last video you lost your dignity
you looked godi media's anchor",0,2025-05-31,21:12:41,[0.9555945],English,Roman
13090,dono desh ke public bahut ache hai lekin sarkar ke propaganda aja te hai main indian se bhi mila pakistani se bhi mila har desh main ek do log aisa hai iska matlab sub deshtrohi nahi hota jagre mat karo bhaiyon galat bula hai toh maaf karna bhaiyon,0,2025-05-31,21:13:00,[0.18883385],English,Roman
13091,"now pakistan is filed with almost all muslims
so my question is who is going to suffer now",0,2025-05-31,21:13:12,[0.9891159],English,Roman
13092,how many rafaels have been shot down dhruv will you find out facts ?,0,2025-05-31,21:13:17,[0.96979797],English,Roman
13093,"dhruv is worried his youtube will be banned in india like deshbhakth
he along with mainstream media are falling in line
they have no other choice but to sing praises for indian army where as these praises by independent sources are on ventilators
like dhruv and deshbhakth",0,2025-05-31,21:07:56,[0.9805033],English,Roman
13094,sir wo sab chorain..ab tu ap k air cheif bhi apni naqami maan chukay,0,2025-05-31,21:08:11,[0.38564828],English,Roman
13095,"dharam aur ultra-nationalism k naam pe aam janta ko uksana bahut assan hai, lekin ye dono cheez se insaniyat, payar, muhabbat falana bahuthi kathin hai
duniya k sare bude kaam kaeneme achcha lagta hai, lekin achcha kaam karna utna assan nehi
lagta, india, pakistan aur bangladesh ka aam jantako yehi samajh ne liye sou saal lagega",0,2025-05-31,21:08:20,[0.23703903],English,Roman
13096,just one question where was indians army during the attac while there are at least 40 check points?,0,2025-05-31,21:08:46,[0.99521476],English,Roman
13097,india mein aake kaam kar..kahan chupa baitha haji tu darrrrrrrdrrrrr pok,0,2025-05-31,21:08:53,[0.37809047],English,Roman
13098,hahah this is the biggest joke i have heard  dhruv u have lost all respect keep trying to defend such things which already have been proven and even indian people know what pakistan did to india yet they are so ignorant to accept defeat,0,2025-05-31,21:08:57,[0.9921251],English,Roman
13099,"gg dear you have talked about everyone with logic but in sindoor u have only used reference of godi media to whom u called during modi elections,, why you have not used any refernce from international media",0,2025-05-31,21:09:07,[0.97245157],English,Roman
13100,"itna jhot mat bolo mai pasrur se ho aor pasrur mein toh koi radar system laga he nahi
pasrur toh aik small sa city hai os mein radar systems laga ker kya karne",0,2025-05-31,21:09:17,[0.21766911],English,Roman
13101,wake up from sleep bro u cant touch pakistan,0,2025-05-31,21:09:17,[0.6457316],English,Roman
13102,aj ka video bollywood movie ky trailer jesa hy 70% fake information,0,2025-05-31,21:09:18,[0.39365342],English,Roman
13103,dhruv sir nepal ki av ka situation k bare main v video banaiye plzzzzzzzz,0,2025-05-31,21:09:48,[0.19139372],English,Roman
13104,"dhruv rathee
gidi rathee",0,2025-05-31,21:09:52,[0.53288734],English,Roman
13105,our india ke khilaf bhi bola hai,0,2025-05-31,21:09:55,[0.18687929],English,Roman
13106,"dhruv be like - national khiladi samjha kya international hai maii!
!",0,2025-05-31,21:09:57,[0.5340734],English,Roman
13107,"bahi india q independent inquiry ni karwta
false flag operation
ap rafil jet k oper video he bana do
apke india say viewer ship khatam ho jay ge",0,2025-05-31,21:10:06,[0.59730035],English,Roman
13108,this is a mark of your integrity,0,2025-05-31,21:04:47,[0.96656644],English,Roman
13109,bhaai tu drrrrr gia,0,2025-05-31,21:05:14,[0.41923943],English,Roman
13110,"kid i'm in germany, and i challenge you to debate with me one-on-one if you have guts and the balls
you can bring your ai toys or any indian researcher with you
i am giving you an open challenge, and i'm waiting for your response",0,2025-05-31,21:05:23,[0.92224514],English,Roman
13111,now i follow dhruv,0,2025-05-31,21:05:36,[0.69061697],English,Roman
13112,"one thing is true about pakistan, there is no democracy",0,2025-05-31,21:06:14,[0.92188376],English,Roman
13113,pakistani creators ne mjhe hi challenge krdia,0,2025-05-31,21:06:29,[0.30111995],English,Roman
13114,one-sided truth,0,2025-05-31,21:06:39,[0.9348408],English,Roman
13115,the wire toh sahi nahi h,0,2025-05-31,21:06:39,[0.13715081],English,Roman
13116,shiwani ka kuch pata chala?,0,2025-05-31,21:06:44,[0.15580496],Tagalog,Roman
13117,godi media,0,2025-05-31,21:06:45,[0.40636107],Croatian,Roman
13118,"baseless video
you are not journalist",0,2025-05-31,21:06:47,[0.93445307],English,Roman
13119,please make video on europa clipper mission,0,2025-05-31,21:06:56,[0.64345765],English,Roman
13120,pakistan zindabad  6:38,0,2025-05-31,21:07:00,[0.418483],English,Roman
13121,"i was a fan and always will be your fan dhruv you always speak the truth, love from pakistan",0,2025-05-31,21:07:07,[0.9494837],English,Roman
13122,dhruv brother please expose ani next,0,2025-05-31,21:07:16,[0.92312443],English,Roman
13123,6 -0,0,2025-05-31,21:07:53,[0.6288731],French,Roman
13124,gaurav rathi aapki baat bilkul sach hai kafi fact ke sath aapane kaha hai dikkat yah nahin hai kis sachiv bolate nahin hai per uski sath dene mein kisi ki himmat nahin hai,0,2025-05-31,21:03:50,[0.09565135],Italian,Roman
13125,dhruv rathee i am from pakistan and i % agree abt pak army,0,2025-06-01,16:11:31,[0.72148067],English,Roman
13126,"4:10 - pakistan could care less about what india says about the indus water treaty
mark my words, pakistan will not let india block our rivers
at any cost
even if it leads to nuclear war
india does not own the water
our water will not be stopped
period
no infrastructure on our rivers will be accepted
pakistan will destroy any such infrastructure using any mean whatsoever
so you better move on",0,2025-06-01,16:11:42,[0.9019314],English,Roman
13127,video dekhne se pehle bol dunga isme bhi galti modi ki hi hai,0,2025-06-01,16:11:50,[0.19791998],Indonesian,Roman
13128,"bhai ko sai dhoyaaa haiii mjy bhtt acha lgta thaa bhai lekinn aura minus hi kar doya apna khud hi !
!
agra factual baten boolta tu juvh hotaa chup kar kai soojaw",0,2025-06-01,16:11:51,[0.18496028],English,Roman
13129,bhai kabhi mushirabad pe bhi bol diya kr,0,2025-06-01,16:12:07,[0.24738143],Romanian,Roman
13130,again played well with audience,0,2025-06-01,16:12:43,[0.99831194],English,Roman
13131,mahaan krantikari rajiv dixit par bhi video banao taki sabko pata chale unke bare me,0,2025-06-01,16:12:57,[0.14152807],French,Roman
13132,rcb king,0,2025-06-01,16:13:01,[0.5890877],English,Roman
13133,ajeeb,0,2025-06-01,16:13:37,[0.6663066],Spanish,Roman
13134,all of this is nonsense when the indian government is running away from an independent international investigation!,0,2025-06-01,16:13:40,[0.92494136],English,Roman
13135,love from afghanistan,0,2025-06-01,16:13:53,[0.7987328],English,Roman
13136,bhaiya ek vidio madipur par bhi banaye please,0,2025-06-01,16:14:47,[0.2716908],French,Roman
13137,8:25 iss dgmo say koi pocho jahaz  kitnay garahay,0,2025-05-31,21:03:52,[0.28010836],English,Roman
13138,dhruv rathi good  iii,0,2025-05-31,21:04:30,[0.7475471],English,Roman
13139,,0,2025-05-31,21:04:40,[0.9875925],Haitian Creole,Roman
13140,is kobanned kro india se,0,2025-06-01,16:15:30,[0.6186929],English,Roman
13141,we need debate with most popular news channel with you soon,0,2025-06-01,16:15:37,[0.98381394],English,Roman
13142,"0:41 but you spoke lies about pakistan!
!
if india wanted to attack just terrorists, why did they suspend iwt?
stop fooling us",0,2025-06-01,16:15:47,[0.9227761],English,Roman
13143,is trf based in pakistan?,0,2025-06-01,16:15:54,[0.99325466],English,Roman
13144,"aaina kaa ek rukhh mat dekaoo dosri taraf b dekao mr dhruv rathee!
!",0,2025-06-01,16:16:30,[0.12003574],Malay,Roman
13145,hat's off  brother,0,2025-06-01,16:16:48,[0.97284096],English,Roman
13146,"dhruv hypocrisy exposed badly, you have lost your credibility",0,2025-06-01,16:17:04,[0.96056634],English,Roman
13147,dhruv rathe ap india ke rafael shoot down hone and india ke joote khane ke such pe video bna do,0,2025-06-01,16:17:58,[0.3444544],English,Roman
13148,,0,2025-06-01,16:18:11,[0.9875925],Haitian Creole,Roman
13149,baate factual algte the jab tak tum reliable international sources ko quote karte the leken jab wahe indian media jiske tumne khud kapre utarre huwe the tum usko as a source of information use karne lago to sharam to tumhe khud ajane chahiye the,0,2025-06-01,16:18:25,[0.48946428],English,Roman
13150,"subhanallah, you are always welcome",0,2025-06-01,16:18:37,[0.9204265],English,Roman
13151,ani,0,2025-05-31,21:02:37,[0.98688763],Romanian,Roman
13152,next ani,0,2025-05-31,21:02:47,[0.7062368],Romanian,Roman
13153,"bhaai i just want to say u
just shut up",0,2025-05-31,21:03:11,[0.9612873],English,Roman
13154,ek tararfa soch,0,2025-05-31,21:03:28,[0.14723523],Spanish,Roman
13155,one side of picture complete biased,0,2025-05-31,21:03:31,[0.8407443],English,Roman
13156,your are just a puppet so keep crying to save your channel in india,0,2025-05-31,20:58:41,[0.9681137],English,Roman
13157,"barha shana hai, 5,6 million bacha lie
24:08",0,2025-05-31,20:58:49,[0.33724675],English,Roman
13158,"is it true pakistan shoot down 6 indian jets including 3 rafales?
i am worried about it!",0,2025-05-31,20:58:56,[0.91794735],English,Roman
13159,s400,0,2025-05-31,20:59:00,[0.1921202],English,Roman
13160,main ek muslim hu india se jitna mujhe pyar h pakistani atnki ho ya hindu atnki mujhe bhut nafrat h jitna india se pyar h usse khin jyada in tankwadiyo se nafrat bhi h,0,2025-05-31,20:59:25,[0.2027529],English,Roman
13161,,0,2025-05-31,20:59:28,[0.9875925],Haitian Creole,Roman
13162,love you bro,0,2025-05-31,20:59:46,[0.3825481],English,Roman
13163,mujhe pura vishwas hai bharat sarkar per jo bhi kaarvayi karegi bahut badhiya karegi hamare vote ki kimat ham samajhte hain isliye modi ji ko dete hain,0,2025-05-31,20:59:54,[0.31146365],English,Roman
13164,i'm proud of you brother,0,2025-05-31,21:00:03,[0.7680806],English,Roman
13165,,0,2025-05-31,21:00:14,[0.9875925],Haitian Creole,Roman
13166,"tera thekana to jahanam he hoga
khair mna apni",0,2025-05-31,21:00:15,[0.7387816],English,Roman
13167,now dhrve rakhe want sampathy from modi..suggest you should remove videos and be neutral always,0,2025-05-31,21:00:28,[0.8440635],English,Roman
13168,you are,0,2025-05-31,21:00:51,[0.9996333],English,Roman
13169,is qisam ki fazool videos banana aesay logo ki majboori hay paapi pait ka sawal hay,0,2025-05-31,21:01:17,[0.33521828],English,Roman
13170,6:56 logo ko  dana baand karho sirf bataho pakistan nay kitnay jahaz  garahay,0,2025-05-31,21:01:35,[0.28157026],English,Roman
13171,"5:32 - we don't need to trade with india
there is nothing special in third world, poor, backwards india has for pakistan
we have many other markets to buy goods, so we could care less
and according to you, because india was in surplus, it is your loss, not ours
pakistan will do just fine without trade with india",0,2025-06-01,16:15:19,[0.98576516],English,Roman
13172,,0,2025-05-31,20:56:21,[0.9875925],Haitian Creole,Roman
13173,desh hai tere mere,0,2025-05-31,20:56:30,[0.4970905],Italian,Roman
13174,man india se ho lekn love pakistan,0,2025-05-31,20:56:40,[0.10581149],Indonesian,Roman
13175,"rathee sab such bhot mushkil hota ha
rahanay do ap
ap godi media ni ho ma manta hu lakin ap aik hundistani ho or ya sab sa bara such ha
ma alhumdillaha aik pakistani ho or jo be ho jay ma pakistan ky bara ma acha socho ga jasay ap apnay country kr bara ma sochta ha
ache bat ha
such ya be ha ky pakistan ny jam ky mara ha india ko
kabi ap vlog hamara baluchistan ,kpk ky bara ma be kry
jo zulum india waha kr rha ha wo nazar ni ata ap ko
jo raw funding kr rha ha waha ky terriost ko wo nazar ni ata ap ko
aik vlog kalbushan yadav ky bara ma be kr lay
we will hit india and hit very hard inshallah",0,2025-05-31,20:57:01,[0.17531103],English,Roman
13176,aj to indian army ne accept kar hi lia k unky aircraft giry hy..ab kia kro gy tum jhuty logu,0,2025-05-31,20:57:10,[0.28424573],English,Roman
13177,rafale ki baren m ek video bnao pajeet,0,2025-05-31,20:57:22,[0.12348042],English,Roman
13178,yes ur godi media,0,2025-05-31,20:57:27,[0.42328104],Croatian,Roman
13179,dear dhruv please allow the french team to visit and count your rafale please,0,2025-05-31,20:57:30,[0.8967251],English,Roman
13180,s400 ka nai btya app ne,0,2025-05-31,20:57:41,[0.10879931],Tagalog,Roman
13181,adampur airbase,0,2025-05-31,20:58:00,[0.3658935],English,Roman
13182,rahimyar khan m koi airbase nai,0,2025-05-31,20:58:06,[0.3503734],English,Roman
13183,phir se jhot bolne aa gya tu,0,2025-05-31,20:58:19,[0.285213],French,Roman
13184,"if you think you are so biased then why you're not talking about indian attack on pakistani civilians which was reported in international media?
your hypocrisy i guess",0,2025-05-31,20:58:27,[0.97576845],English,Roman
13185,wase shivangi ki b video bnao kaha h vo,0,2025-05-31,20:58:31,[0.22814435],English,Roman
13186,dear dhruv you have weakest research and development team,0,2025-05-31,20:58:31,[0.9492208],English,Roman
13187,?,0,2025-05-31,20:53:46,[0.9512801],French,Roman
13188,"really funny
i used to think that this guy always did his research but this type of research is pethetic",0,2025-05-31,20:54:00,[0.9959411],English,Roman
13189,"14:24 bhai  asif ali jhantu kaha hai?
?",0,2025-05-31,20:54:24,[0.23839924],English,Roman
13190,"but you take all the data from godi media that's why we have problem
you called himself so called a unbiased journalist but did work of godi media",0,2025-05-31,20:54:29,[0.99087733],English,Roman
13191,۔,0,2025-05-31,20:54:29,[0.64655805],Sundanese,Roman
13192,true but you have to accept that paf has clearly defeated iaf in 2019 and know 2025,0,2025-05-31,20:54:30,[0.99708074],English,Roman
13193,,0,2025-05-31,20:54:51,[0.9875925],Haitian Creole,Roman
13194,"one-sided truth
need to improve",0,2025-05-31,20:54:59,[0.95305204],English,Roman
13195,we need to mobilize and the most important thing is to civilize ourselves,0,2025-05-31,20:55:24,[0.9552391],English,Roman
13196,it’s true you look like godi you got modipoop,0,2025-05-31,20:55:29,[0.71968526],English,Roman
13197,hajam ni hazam hta he,0,2025-05-31,20:55:42,[0.49065897],English,Roman
13198,"pehalgam was a false flag op by india, copied over by nazi israel art of war
dhruv, these terrorists were 200 kms deep inside indian territory
how many hours does it take for indian military to seal off pehalgam, for indian military to corner these terrorists?
to this day indian army failed to nab these 4 terrorists
bigger question is if india had intelligence about the whereabouts of the terrorists in pakistan why wait for pehalgam to happen?
why didn’t india take preemptive measures or strikes to stop them than to make a bollywood comeback called sindoor?",0,2025-05-31,20:55:54,[0.95142424],English,Roman
13199,payn di choli yawa,0,2025-05-31,20:55:55,[0.8455356],Italian,Roman
13200,one video for ani please,0,2025-05-31,20:56:02,[0.7722327],English,Roman
13201,"if trump hadn't stopped the war, he would have been waving the green halal flag at the red fort, you idiots",0,2025-05-31,20:56:13,[0.9735382],English,Roman
13202,"do afraid of pak army bro that's exactly we want
pakistan zindabad pakistan army paindabad",0,2025-05-31,20:53:24,[0.92719233],English,Roman
13203,phale unity karo hindustan main,0,2025-05-31,20:53:36,[0.41105372],English,Roman
13204,"just when you see modi could block your youtube account too like others & end your career by this single move
suddenly you start praising modi forgetting any need of evidence or logics..thats enough to understand that you also went on to support modi to secure your career",0,2025-06-01,16:19:19,[0.9772993],English,Roman
