,index,text,likes,Date,Time,confidence
22504,24663,"simple question for dhruv rathee and indians
how fir of pahalgam attack registered in 10 mints against pakistan after attack
while the police station is on 30 minutes travel distance from attack spot
waiting for your reply",0,2025-05-31,11:13:30,[0.9224254]
22505,24657,"simple question for dhruv rathee and indians
how fir of pahalgam attack registered in 10 mints against pakistan after attack
while the police station is on 30 minutes travel distance from attack spot
waiting for your reply",0,2025-05-31,11:13:20,[0.9224254]
22506,83,"please, please, dhruv sir, make a video about climate change
i humbly request you with folded hands because millions of people watch your videos, and this is a huge problem facing the world right now
please make a video to raise awareness about climate change",163,2025-05-31,10:11:39,[0.9224312]
22507,20997,"dhruv is an indian how he can be neutralist
why he doesn't show the original map of pak india in the background",0,2025-06-02,07:04:30,[0.92243725]
22508,10629,"bro, watching this video just reminds me how easily some get triggered over facts
if you’re offended by truth bombs about operation sindoor, maybe it's time to reflect rather than shout
pakistan needs to stop living in denial and start facing reality instead of crying over internet videos
facts don’t care about your feelings wake up and deal with it",0,2025-06-01,05:53:17,[0.9224506]
22509,10875,i believe in the credibility of your videos,0,2025-06-01,05:12:17,[0.9224527]
22510,2910,"well you're supposed to respond to pakistanis in this video or are you suppose to give the missing information to your audience that your country's higher authorities/army persons/ politicians failed to provide to their people?
na sir hy na payyr hy video ka or response kis tym kiya hy yeh b kisi ko pta chla hy tou mjhy b btaye plz",1,2025-05-31,16:35:35,[0.92246276]
22511,19974,"you are true, respect from pakistan",0,2025-05-31,14:10:39,[0.9224706]
22512,12187,5 indian jets shot down accept by airforce,0,2025-06-01,01:03:11,[0.9224959]
22513,27672,"india needs
operation sindoor
operation in-door",0,2025-05-31,09:58:42,[0.92250305]
22514,13738,brooo again false information we criticise you to make that video but the fact was you used false information and here we go again truly again disappointed,0,2025-06-01,16:57:02,[0.92250323]
22515,9150,"bro i am a pakistani
just be grateful to god that at the moment war is quite calm
india and pakistan media aren't both perfect
both provided false news",0,2025-06-01,11:33:33,[0.9225368]
22516,205,enemies from all sides waited for the opportunity to break the pakistani nation but no one could break through this strong nation for decades and never will,48,2025-05-31,10:45:07,[0.9225879]
22517,10549,"ur right bro im from pakistan also
now from germany pakistani forces are involved in killing of sindhi and balouch",0,2025-06-01,13:38:04,[0.922635]
22518,13320,"stop using the indian flag in your background
you may be a good youtuber but not an indian
be proud of whatever you are but don't use our country's flag
your problem is you share always one part of bias story but you didn't share actual original stories where people in india actually posting pakistan zindabad, proudly praising the atangbadi incidents
those things you can not say in your video because you have your own propoganda
you are actually the different version of godi media
no differences",0,2025-05-31,20:40:26,[0.9226459]
22519,2114,"waiting for clear information now my doubt is cleared
thanks",2,2025-05-31,08:25:42,[0.92267805]
22520,12640,"anyone can call in calling themselves trf
indian intelligence raw can make the same call claiming to be trf
cia is now reporting raw and israeli intelligence created this incidence",0,2025-05-31,22:33:56,[0.92268175]
22521,9279,"for the first time in my life, i support this video",0,2025-06-01,11:39:03,[0.922709]
22522,22655,"21:33 ""former secretary vikram misri"" line was wrong vikram misri 35th foreign secretary of india",0,2025-05-31,12:16:56,[0.92274004]
22523,35462,shut up men,0,2025-05-31,07:56:05,[0.9227424]
22524,8066,and at the end i wanna say no matter what evidence u will give no one will believe it except your people and your raw media i like every thing of india except the youth and the government,1,2025-05-31,10:31:55,[0.92275107]
22525,13142,"0:41 but you spoke lies about pakistan!
!
if india wanted to attack just terrorists, why did they suspend iwt?
stop fooling us",0,2025-06-01,16:15:47,[0.9227761]
22526,3604,islam is a poison and it spread in pak and bangladesh like air,1,2025-05-31,15:17:55,[0.92278075]
22527,220,"i am from pakistan
dhruv sir is a great youtuber
very cristal clarification
thanks",44,2025-05-31,11:48:21,[0.92280626]
22528,7042,"make a video to expose ani
(those who want the video vote plz)",1,2025-05-31,08:53:41,[0.9228205]
22529,6262,"i am from pakistan
to be honest i am big fan of you
your research is on next level
no one compete it..",1,2025-05-31,09:41:51,[0.9228247]
22530,4089,what about pakistani civilians who got killed in indian attaks bro,1,2025-06-01,03:11:05,[0.9228508]
22531,23237,"raheem yar khan is not an air base
it is a private air port of shiekhs of dubai",0,2025-06-02,11:53:57,[0.9228663]
22532,16412,iam from pakistan i was fan of you but you quoted your own media in previous video jis ko ap khud godi media godi media lehte the such a hypocrisy,0,2025-05-31,17:01:49,[0.92287767]
22533,34989,non recommended channel is this,0,2025-06-05,15:07:39,[0.92288196]
22534,34365,"you idiot!
you don't even pronounce the name correctly",0,2025-06-05,05:44:16,[0.92289644]
22535,4400,"india is a country with 1
4 billion people, some extreme hindu never represent the country, you take this as generalized to india , can support pakistan claim of minority persecution in india
minority persecution only in pakistan not in india",1,2025-06-01,10:48:30,[0.9229042]
22536,922,"you are great man
respect and love from pakistan",3,2025-06-01,05:39:23,[0.92291266]
22537,10682,"you are great man
respect and love from pakistan",0,2025-06-01,05:39:01,[0.92291266]
22538,37993,legend is back,0,2025-05-31,07:35:52,[0.9229627]
22539,8425,pakistani aŕmy give you good response after your attack on pakistan,1,2025-06-05,06:44:48,[0.92296624]
22540,11419,sorry sir not for pakistan but exactly for india,0,2025-06-01,03:42:15,[0.9229873]
22541,140,"you are a fearless, courageous, and patriotic youtuber truthful and honest in every word!
a heartfelt salute to you and to every brave soul in indian army!",84,2025-05-31,09:53:35,[0.9229949]
22542,7577,"proud to be pakistani
but reality it is fals flag operation
if not than why india fail to gave evidence",1,2025-05-31,08:00:34,[0.92301124]
22543,12427,"brother don’t think that pakistan is 10 x time smaller then india and india attacks pakistan and conquer it
if you have any doubt you have to look into the speech of imran khan “ we belive lailaha illah & we will fight” this is the actual face of pakistan",0,2025-05-31,23:35:36,[0.92301613]
22544,26289,what about rafale,0,2025-05-31,10:29:46,[0.92303634]
22545,4989,what about rafale,1,2025-06-06,19:24:14,[0.92303634]
22546,2748,what about rafale,1,2025-06-06,19:24:24,[0.92303634]
22547,2212,what about rafale,2,2025-06-06,19:24:31,[0.92303634]
22548,2270,what about rafale,2,2025-06-06,19:24:41,[0.92303634]
22549,19076,what about rafale,0,2025-05-31,14:56:07,[0.92303634]
22550,16976,what about rafale,0,2025-05-31,16:36:24,[0.92303634]
22551,8797,what about rafale,1,2025-06-02,17:47:10,[0.92303634]
22552,26205,what about rafale,0,2025-06-02,19:45:16,[0.92303634]
22553,3362,vote if u are desh bhakt,1,2025-05-31,07:49:10,[0.92306775]
22554,36076,9:27 new controversy unlocked,0,2025-06-06,06:09:31,[0.9230744]
22555,13402,your not good,0,2025-05-31,20:28:55,[0.92309695]
22556,16770,leave this tell us something new,0,2025-05-31,16:46:03,[0.9231031]
22557,13122,dhruv brother please expose ani next,0,2025-05-31,21:07:16,[0.92312443]
22558,36674,"yeah the tea is fantastic, thanks!",0,2025-05-31,07:41:25,[0.9231262]
22559,25683,"all import, export and directly and indirectly all closed that we can't be export any where like dubai singapore correct your bullish propaganda",0,2025-05-31,10:45:53,[0.9231511]
22560,775,all are wrong you only take a side of india not truth,4,2025-06-02,20:51:36,[0.92317235]
22561,1185,"*pakistanis need to get out of their munir media and stop following radica!
maulanas
* focus on modernity and science",2,2025-05-31,09:17:58,[0.92317367]
22562,357,"make a video on climate change
it is the most important topic to be discussed
and support aacharya prashant's voice on climate change
we need strong steps to ensure our children's good life",17,2025-05-31,09:38:11,[0.92319405]
22563,15073,who does love jihad in india,0,2025-05-31,18:13:03,[0.9231952]
22564,22028,"kudos
dhruv rathee
and thank you for giving us news of what exactly happened",0,2025-05-31,12:39:13,[0.9232148]
22565,22608,"lolzzz…in so hurry to equate some goons with terrorists
yes, many of pakistanis and bangladeshis and their sympathisers are living in india and doing murshidabad type hindu genocide every year or so
many kept stories for pakistan zindabad… support to pakistani army
and laughing on innocents being killed",0,2025-06-02,10:14:12,[0.92321503]
22566,16970,you are my idal dhruv bhai,0,2025-05-31,16:35:55,[0.9232297]
22567,28286,"you will see what will happen to you, say it well, it will be good, otherwise you will be dishonoured",0,2025-05-31,09:46:28,[0.92323005]
22568,13309,very nice information,0,2025-05-31,20:38:53,[0.9232477]
22569,12995,the amount of research you do is commendable!,0,2025-05-31,21:28:59,[0.9232532]
22570,36186,i'm not a pakistani but i know what the world knows and india already lost against pakistan,0,2025-06-06,07:05:46,[0.9232653]
22571,873,"dhruv, as a pakistani viewer, i expected balanced analysis
yet in your previous video:
1
you linked pakistan to the pahalgam attack without presenting verifiable evidence of state involvement
given pakistan's denial and india's lack of public proof, will you correct this claim?
2
ignored 31 pakistani civilian deaths
why did your video omit pakistan's civilian casualties?
does acknowledging these undermine the narrative of 'precision strikes against terrorists'?
3
can you address these biases?
these questions still haven't been answered in this video
dhruv rathee previous video on ceasefire often reflect indian nationalist perspective while marginalizing pakistani voices
transparency would help bridge our divide",3,2025-05-31,10:19:35,[0.92331785]
22572,33805,15:05 loud recitation is not even recited in janazah,0,2025-05-31,08:17:20,[0.923337]
22573,925,"i didn't listen your previous vedios but i respect your perspective and analysation..
from pakistan",3,2025-05-31,10:07:52,[0.9233415]
22574,35926,"i wonder why pakistani people argument is not like we don't have home ground terrorists
instead their argument is why dhruv use credible intelligence such a cheap argument",0,2025-05-31,07:49:30,[0.92334354]
22575,4158,dhruvvvvvvvvv,1,2025-05-31,07:36:11,[0.923353]
22576,642,"while some try to rewrite history with flashy narratives the reality is clear pakistan's operation bunyan-ul-marsoos was a decisive demonstration of our military prowess
we neutralized key indian military installations including the destruction of brahmos missile stockpiles and strategic airbases like pathankot and udhampur
our cyber operations disrupted india's digital infrastructure, exposing vulnerabilities in their defense systems
this operation wasn't just a response it was a statement
pakistan stands resilient and any aggression will be met with unmatched precision and strength",6,2025-05-31,17:27:19,[0.9233588]
22577,9375,what about kashmir,0,2025-06-01,09:48:10,[0.92336357]
22578,16655,what about kashmir,0,2025-06-01,20:22:47,[0.92336357]
22579,33328,"itna late se current topic pe agr video daloge toh views kaise ayega,,, don't think you're the one ,, sometimes going with the flow is better",0,2025-06-04,17:15:20,[0.9233871]
22580,30236,"we understand your situation, u need your indian audience, if u don't do this u will loose it...",0,2025-05-31,09:10:53,[0.92339265]
22581,25197,about pak army you are right bro sadly,0,2025-05-31,10:57:39,[0.9234045]
22582,20024,from ind pm to an average citizen the delusion of indian knows no bounds,0,2025-05-31,14:08:35,[0.9234069]
22583,24757,from congress nothing,0,2025-05-31,11:09:58,[0.9234074]
22584,32119,"i am a muslim and i trust you either you say about pak or indian govt
you are trustful and truthful
from pakistan",0,2025-06-04,09:02:47,[0.92341584]
22585,1165,"i am a muslim and i trust you either you say about pak or indian govt
you are trustful and truthful
from pakistan",2,2025-06-04,09:03:31,[0.92341584]
22586,1469,"pahalgam attack with the support of pakistan
baggage of history",2,2025-06-01,06:41:48,[0.9234188]
22587,18382,"kyon nhi aarhy views?
?
kyon pakistan ky name py again apny desh ky logo ko bewaqof bna ky audience wapis ly rahy apni?
this is the same guy who troll modi and criticise by his own nation's people and even he was a traitor and isi agent suddenly double agent kya khel rahy dhruv rathee",0,2025-05-31,15:28:22,[0.92342776]
22588,12938,loved it,0,2025-05-31,21:33:11,[0.9234714]
22589,24167,"drue as pakistani i exactly stand with your ideology we should support education ,science and globle progress not reogion",0,2025-05-31,11:27:12,[0.9234764]
22590,22889,i know pakistan army is deptater but you say correct information but not all correct not normal people in pakistan is terorist,0,2025-05-31,12:09:21,[0.92348593]
22591,31532,religion politics is harmed for everyone,0,2025-06-04,04:37:58,[0.92349637]
22592,20389,"bro about us kashmiri who dont wnat to be indian also talk about your fake
mdia who catch pak for day",0,2025-05-31,13:50:16,[0.9235016]
22593,17040,"dr,
no result - keep working
bad result - keep working
good result - keep working",0,2025-06-01,20:59:45,[0.9235024]
22594,5954,still .. one sided and biased ......,1,2025-05-31,08:11:30,[0.92350465]
22595,475,"this is exactly the kind of content we need more of—informative, balanced, and well-researched
dhruv, your commitment to truth and clarity, especially in the fog of social media misinformation, is truly admirable",10,2025-05-31,07:40:34,[0.92351526]
22596,16098,where is defence system of india when pakistan launches missile,0,2025-05-31,17:17:41,[0.923517]
22597,9931,good to see you love for bharat and modi now,0,2025-06-01,07:55:45,[0.9235325]
22598,369,"ur explanation is too good
unbiased analysis, fearless effort really impressive..
sources are too good,, thats the real reason why i followed since long time .. best wishes",16,2025-05-31,08:19:56,[0.9235588]
22599,3795,"most important , if india and moodi is so safe and great then why r u sitting outside india and could not came back
a greal slap for u, if feel, reply few questions
1st jhoot trf is not a pakistani organisation, prove it
2nd no country is standing ith india, because its a white lie
3rd point pak itself is top victim of terrorisam,
4th point, reply kulbhoshan yadave is lie ?
no its reality
india is directly involved in cross border terrorisam, not only in pak but in canada, australia, and usa
5th if india tried to stop pakistani water, then be ready same respons from china
6th pak hit 6 indian aircrafts, your govt is giving wrong info",1,2025-05-31,14:48:46,[0.9235678]
22600,35363,every bulla is jihadi,0,2025-05-31,07:57:25,[0.9235682]
22601,7113,loses are part of combet saaaaar,1,2025-05-31,08:59:44,[0.9235855]
22602,17389,"dhuv bhai, you forgot to mention one thing
india hit cricket ground and a water dam
precision strikes
so who is more characterless here?",0,2025-05-31,16:16:33,[0.9236626]
22603,10363,your reliable news sources destroyed lahore sea port,0,2025-06-01,13:12:11,[0.9236831]
22604,36597,"every country in the world is our family
pakistan and india deserve to be friends rather than enemies",0,2025-06-06,12:37:13,[0.9236926]
22605,192,"one of the most
genuine person in india",54,2025-05-31,08:05:06,[0.92369884]
22606,14665,"here is the english version of your social media post:
---
the reality of global media giants!
if the world’s major media groups were truly credible, people around the globe would still trust them
but the truth is, they’ve become nothing more than paid propaganda tools
after 9/11, the u.s. blamed al-qaeda without proper investigation and attacked afghanistan
then came false allegations against iraq, leading to its destruction
libya followed the same pattern — lies, blame, invasion
now, india is following the same script — making baseless accusations against pakistan in an attempt to justify aggression
but remember this: such a move would be india’s biggest mistake
if it dares to act recklessly, it will destroy itself — and drag pakistan into destruction too
stay alert
know the truth
don’t fall for the deception of biased media narratives!",0,2025-05-31,18:41:51,[0.92375505]
22607,7821,we clearly understand the reasons why you turn into goodi media god help you with your majboori,1,2025-05-31,13:03:39,[0.923795]
22608,644,why are you not talking about india attack on pakistani civilian's ?,6,2025-06-01,04:00:23,[0.9238119]
22609,23801,"explain what could be benefits for pakistan of killing innocent people in kashmir ..zero benefits
modi is obsessed with muslims and pakistan..he is tempering with indian history
destroyed indian pluralism..",0,2025-05-31,11:39:31,[0.9238228]
22610,37074,india full support,0,2025-05-31,07:38:36,[0.9238475]
22611,29641,thanks for making this video,0,2025-05-31,09:21:26,[0.9238711]
22612,14229,thanks for making this video,0,2025-05-31,19:08:36,[0.9238711]
22613,8377,now this time you're a great liar,1,2025-06-02,21:48:01,[0.9238806]
22614,22308,8:20 fake news started,0,2025-05-31,12:28:43,[0.9238822]
22615,9376,you are not saying about rahul gandhi or any other political leader who questions indias politial stance,0,2025-06-01,09:45:09,[0.9239051]
22616,801,"haha bro im from pakistan and i absolutely agree with you whatever you saying abt pakistan military and pakistanis
and i accept they're most hypocrite ppl on earth",4,2025-06-02,07:15:25,[0.9239088]
22617,7832,why indian military target its own population,1,2025-06-02,10:16:51,[0.9239143]
22618,16913,"great insight
sadly, in this case like always it’s the people of kashmir have to prove . . . . . and civilians to suffer the most",0,2025-06-01,20:41:06,[0.9239236]
22619,38289,"stay blessed
from pakistan",0,2025-06-07,22:32:47,[0.92402864]
22620,34974,"my india is great
jay bhim",0,2025-06-05,14:09:09,[0.924033]
22621,19138,"i think now you accepted sir muzamil point of view
he says you give reference indian media last vedio against paksitan",0,2025-05-31,14:53:48,[0.9240417]
22622,6676,the places you are calling terror camps are masajid and every common pakistani including me goes there for namaz 5 times a day,1,2025-06-04,13:35:38,[0.9240549]
22623,7569,why are you not discuss ra (fail),1,2025-05-31,11:38:14,[0.9240626]
22624,35254,ani always need income,0,2025-05-31,07:58:49,[0.92406744]
22625,20955,"then why india not accepted pakistani offer of independent investigation by any 3rd independent international body?
?
also if any organization's account in india claims any attack in pakistan, then pakistan can directly attack anywhere in india just like india did without third party investigations?",0,2025-05-31,13:25:01,[0.92407095]
22626,9843,"dhruv rathee!
i know 1 less susbcriber do not effect you at all
but i cannot show hypocrisy to my country pakistan
i was impressed before that you not only a fantastic youtuber but well a human
all talks end with the conversation!
!
remember it takes two to make quarrel....",0,2025-06-01,08:12:27,[0.92407525]
22627,1610,"more muslims live in india than pakistan, so there should be another country for them
communal violence is at the highest level right now in india and muslims are victims",2,2025-05-31,13:03:47,[0.92407954]
22628,30761,"sad very sad
my favorite dhuruv rathi lose credibility",0,2025-05-31,09:02:03,[0.9240978]
22629,20598,pakistani now start liking you … very good patch work,0,2025-05-31,13:39:01,[0.92411524]
22630,33564,"i’m honestly very disappointed
it would’ve been better if you didn’t make this video at all",0,2025-05-31,08:20:48,[0.92411524]
22631,8238,"i found something under my shouse....ohhh....!
its dhrv rathee checter after barking about pak army",1,2025-05-31,10:36:06,[0.9241158]
22632,10818,i am from pak i fully agree with dhrov rathee,0,2025-06-01,05:22:36,[0.92413723]
22633,17699,i am from pakistan my name is nadeem afridi sir you are 100% right,0,2025-05-31,15:59:14,[0.9241488]
22634,8637,"i am from mumbai, and my entire grade class loves how simply mr
dhruv explains hard topics that even some politicians can’t explain
hats off to him, from an eleven year old",1,2025-05-31,11:15:31,[0.9241625]
22635,28924,india is standing alone and will die alone with their dirty thoughts regarding muslims,0,2025-05-31,09:35:05,[0.9241699]
22636,33414,i want a case study of murshidabad violence..if u think u don't make any biased video,0,2025-06-04,17:28:34,[0.92417514]
22637,29510,"why does the indian government fail to submit evidence of pehlgam attack in the united nation to reject the idea of false plag operation from 25 april to 7 may 2025
you did not explain this loop hole
this video is a new cover to operation sindoor to satisfy the indian people",0,2025-05-31,09:23:10,[0.92418826]
22638,1052,you very wisely counter the sikh brothers,3,2025-06-01,09:41:29,[0.92419696]
22639,1142,"extremists ideology is disasterous
thanks dhruv",3,2025-05-31,13:33:56,[0.92420137]
22640,14786,"you just making money,",0,2025-06-01,17:58:32,[0.9242088]
22641,18458,"you’ve got the flow, no doubt
but there are still too many flaws here and there.. some facts got tangled with assumptions—makes the video sound credible, but not entirely accurate
still, best wishes for saving your audience
don’t worry—we’re not boycotting you!
keep it up",0,2025-06-02,01:31:27,[0.9242193]
22642,12648,we r brother we r never want war,0,2025-05-31,22:30:28,[0.9242296]
22643,28191,ok ok ok ok,0,2025-06-03,06:40:24,[0.9242444]
22644,34761,"all religions are practiced in india, all are progressing with out any issue except the naxals and political islam fighting against indian democracy
indian government can't implement pakistan's policy of deciminating minorities
three indian muslim business men wealth is equal to pakistan's gdp",0,2025-06-05,10:28:37,[0.9242488]
22645,16692,you're spreading modeism!,0,2025-05-31,16:49:48,[0.9242558]
22646,21520,"your telling one sided story, and openly baised most time
this is not a journalism",0,2025-05-31,12:59:51,[0.924265]
22647,30259,dhruv bhai you are right,0,2025-05-31,09:10:44,[0.9242859]
22648,7835,"you are a clown
at first you called indian media as godi media,, when you make any social & political videos about india,,,
when it comes to (so called operation sindhoor) you give all the refarence fron ani,,ndtv,,,india time,,,,hindu time,, to save your yt channel",1,2025-05-31,12:13:40,[0.9242961]
22649,38073,"you are so great
we love you",0,2025-06-07,18:57:13,[0.92436063]
22650,24177,"he also works videos in stem education
s science
t technology
e engineering
m mathematics",0,2025-05-31,11:26:13,[0.92440164]
22651,17731,"if we can travel today in entire europe without visa why the hell we need enter each other country with visa
open india bangladesh nepal and paksitan and lets make a chain road betwee all countries no visa bo borders open trade
terror attack will happen but with time it will over
the only way to end this is more investments more trade and more people to people contact
problem in government not in people
people already living friendly in gulf countires
hindus and muslims living as brother sisters in gulf and overseas",0,2025-05-31,15:57:58,[0.924409]
22652,9351,there is no airbase in rahim yar khan,0,2025-06-01,09:50:08,[0.9244137]
22653,8841,"alright till yesterday no one was accepting pakistan shot down indian fighter aircraft?
reuters - ""exclusive: pakistan's chinese-made jet brought down two indian fighter aircraft, us officials say"" just wait may be not today or tomorrow one day they will accept the shot more then 5 jets
""india did not seek a neutral investigation to prove pakistan's involvement in the pahalgam attack; instead, it relied on its own investigative agencies and evidence to support its claims
"" international media",1,2025-05-31,10:51:02,[0.92443526]
22654,30384,"you've been explaining everything from indian media  , and you call it godi media",0,2025-05-31,09:08:30,[0.9244381]
22655,2740,"the best thing about operation sindoor is that the entire, irrespective of different political ideology has stood together for india
shows the unity among indians be it youtubers and politicians
india stands united",1,2025-05-31,07:38:37,[0.92445123]
22656,17950,"next video on rafael please, tell truth to indian people",0,2025-05-31,15:47:01,[0.92446405]
22657,31422,"india successfully intercepted pl-15 missile what a clown dhruve what a clown nation suffering from schizophrenia
just a while ago a top indian general in singapore accepted that we lost aircrafts and this joker dhruve saying india intercepted all the missile
as i said earlier dhruve credibility fell down like a rafale",0,2025-05-31,08:51:17,[0.9244648]
22658,2761,dhruv rathee is always factual that's why we love most,1,2025-05-31,07:38:41,[0.9244898]
22659,25083,"pakistan really did something to india's ego
i wonder when they make the bollywood version of operation sindoor, will india win the war ?",0,2025-05-31,11:00:37,[0.92449456]
22660,11236,thanks for 50 subcribers keep supporting,0,2025-06-01,04:14:32,[0.92449963]
22661,30754,"i just love how indi@n hindus with muslim username commenting saying they r from pakistan and support dhruv rathe
don't worry guys isr@hell and t@libros support you",0,2025-05-31,09:02:09,[0.9245415]
22662,5376,appreciate your thoughts,1,2025-05-31,20:11:47,[0.92457825]
22663,32836,dhruvv bhai this video doesn't make any sense,0,2025-05-31,08:31:03,[0.9246206]
22664,4763,very dangerous pakistan military i from pakistan,1,2025-05-31,07:37:28,[0.9246664]
22665,7025,trf is seperatist group and operated from afghanistan 1:28,1,2025-06-04,00:24:37,[0.92467564]
22666,16491,"do you have any proof for pakistan involvement?
everytime you guys do the same thing
the truth is ""india is fooled""",0,2025-06-01,20:05:20,[0.9246889]
22667,1127,"full support to dhruv rathee, from pakistan
our country pakistan have the most hypocrite people in the world",3,2025-05-31,08:22:03,[0.9247253]
22668,24390,mother earth’s been longing for love since human arrival,0,2025-05-31,11:20:35,[0.92473567]
22669,29060,covid 19 is ka video banao sir,0,2025-05-31,09:32:18,[0.9247363]
22670,4956,full support to dhruv rathee,1,2025-05-31,07:38:09,[0.92474115]
22671,14376,on kashmir conflict pak army and indian governments are at same page,0,2025-06-01,17:35:35,[0.9247456]
22672,7840,only kashmiri's know the reality of this attack !,1,2025-05-31,07:57:14,[0.9247468]
22673,28328,"lol bro you told that whole international media and countries condemn pehalgam attack
pak also condemned
but not a single credible source country or media organisation never said that pak did this attack
u should also mention this
adha sach b hanikarak h",0,2025-05-31,09:45:28,[0.924746]
22674,26500,"your travel itinerary will be confirmed once all the revenue passengers have been accommodated
10:36",0,2025-06-02,20:35:55,[0.9247478]
22675,27093,can u show concrete evidences that the pehalgam incidence was frm pakistan?,0,2025-06-03,02:24:14,[0.9247597]
22676,21541,"chal na , soft brainwashing krta hai youths ko
all the media you took name at last are biased",0,2025-05-31,12:59:40,[0.9247636]
22677,37691,"dhruv make a video on bangalore stampede
and can you ask resignation from your favourite political party's cm",0,2025-06-07,11:44:19,[0.9247717]
22678,5441,now that’s the dhruv rathi i like  well done,1,2025-05-31,20:59:23,[0.92477566]
22679,17673,"brother, you criticize the indian government, it is your right because you are an indian citizen
i am pakistani
i am not happy to see you criticizing the indian government, but rather i am sad that politicians, whether from india or pakistan, are mostly corrupt",0,2025-06-01,22:09:31,[0.9247874]
22680,15683,"such incident refueling the dark politics of mr
modi",0,2025-06-01,19:08:48,[0.92479664]
22681,14735,"ye app aik aisa fact bta rhy jo exist hi ni krta, but what the most important is that you knows everything and still you are speaking fake truth to save your source of income",0,2025-05-31,18:35:44,[0.92479837]
22682,1921,6:05 khud hi ka nuksaan hai most of indian agricultural goods famous in world comes from pakistan in raw form and world’s agriculture sector had declared it,2,2025-05-31,10:42:37,[0.92479897]
22683,9111,stop blowing your own trumpet,0,2025-06-01,11:30:17,[0.92480296]
22684,16755,my fast comments,0,2025-05-31,16:46:57,[0.92480975]
22685,32467,"after seeing the truth in your video, i feel very fraudulent",0,2025-05-31,08:35:48,[0.92482704]
22686,10016,hahahaha before that i know u make truly video but today i confirmed you are give fake information,0,2025-06-01,07:41:55,[0.9248453]
22687,26134,"whatever you speak, your modi media and you can not forget the defeat for centuries
now be a civilized nation not monkeys nation",0,2025-05-31,10:33:36,[0.92486477]
22688,7234,"one thing, i dont understand....your vichardhara
promoting the vpn..we can understand what you trying to do",1,2025-05-31,11:48:05,[0.9248884]
22689,1032,"dhruv rathee, it's disappointing to see how one-sided and superficial your analysis often becomes when it comes to pakistan
instead of promoting understanding and dialogue, your videos sometimes fuel stereotypes and deepen divides
if your goal is awareness, then be fair
cherry-picking facts while ignoring historical context and the emotional realities of millions is not journalism—it's agenda-driven storytelling
pakistanis are more than just headlines; show some balance",3,2025-05-31,17:04:51,[0.9248918]
22690,11088,"nothing but beating about the bush’
selling vpn , unauthentic resources, & in the end jai hind for saving his channel",0,2025-06-01,04:37:56,[0.9248986]
22691,1020,"where is you udham pur air base?
?",3,2025-05-31,17:12:56,[0.92489916]
22692,15812,but i believe india has done the false flag,0,2025-05-31,17:32:33,[0.9249273]
22693,13134,all of this is nonsense when the indian government is running away from an independent international investigation!,0,2025-06-01,16:13:40,[0.92494136]
22694,21843,"well educated but brainless man
laaaanat he tum pe",0,2025-05-31,12:47:44,[0.92497694]
22695,1993,upload ani exposed video asap,2,2025-05-31,19:01:35,[0.9249917]
22696,29955,dhurav rathey where is proof of phelgeraam,0,2025-05-31,09:15:52,[0.9249982]
22697,128,"dhurve hipocrisy exposed
you lost the credibility",93,2025-06-01,11:54:16,[0.9250097]
22698,4462,"what about bangladesh, yunus government",1,2025-06-01,10:52:02,[0.9250183]
22699,6180,why raw and other agencies are still failed in searching the monsters who commited brutal incident of pehelgam,1,2025-06-03,07:47:54,[0.925094]
22700,19415,i am watching from mendhar,0,2025-05-31,14:39:24,[0.9251143]
22701,5452,"if you are neutral, why did you create this video one-sidedly, favoring india?",1,2025-05-31,20:43:11,[0.92514545]
22702,26323,druv we all pakistani can understand your compulsion you are afraid of your chancel bhai this time don not speak against godi media i know yyour channel will be going to banned if you speak so but bhai at least without any credible info pakistani ko b blame na kry apko pta b hn do to war poor people will suffer on both side so at least be neutral,0,2025-05-31,10:29:29,[0.92517275]
22703,26343,druv we all pakistani can understand your compulsion you are afraid of your chancel bhai this time don not speak against godi media i know yyour channel will be going to banned if you speak so but bhai at least without any credible info pakistani ko b blame na kry apko pta b hn do to war poor people will suffer on both side so at least be neutral,0,2025-05-31,10:29:11,[0.92517275]
22704,26297,druv we all pakistani can understand your compulsion you are afraid of your chancel bhai this time don not speak against godi media i know yyour channel will be going to banned if you speak so but bhai at least without any credible info pakistani ko b blame na kry apko pta b hn do to war poor people will suffer on both side so at least be neutral,0,2025-05-31,10:29:56,[0.92517275]
22705,8165,what about rafael jets?,1,2025-05-31,10:42:01,[0.9251814]
22706,31293,"you still not telling truth,
first admission drops!
subramanian swamy now admits to 5 iaf fighter jet losses in one breath
the same jets they called “invincible”…
what you say on it?",0,2025-05-31,08:53:33,[0.92519253]
22707,15749,"next video should be on peace, friendship moments and just love between these nations
i challenge you to make that type of video, spread love and tell your audience to love each other",0,2025-05-31,17:35:42,[0.92521447]
22708,29022,punjab wala video kyu delete kiya me dekha bhi nhi,0,2025-05-31,09:32:45,[0.9252515]
22709,5107,what about jaffar express and what about the bus attack in balochistan,1,2025-06-01,18:35:58,[0.9252761]
22710,452,"""true peace begins when we embrace the values of love, compassion, and understanding that lie at the heart of every faith
a religious community thrives when it becomes a space where people feel safe, supported, and inspired to live in harmony with one another
let us continue to promote peace not just through prayer, but through our daily actions toward each other
"" jai hind",11,2025-05-31,08:32:15,[0.9252869]
